,loss,accuracy,val_loss,val_accuracy
0,0.09095492213964462,0.9683083891868591,0.03893313556909561,0.9897717833518982
1,0.04004177078604698,0.9873617887496948,0.024050209671258926,0.992018461227417
2,0.03010191209614277,0.9902737736701965,0.016404908150434494,0.9946198463439941
3,0.0281797144562006,0.9914267063140869,0.017702439799904823,0.9950928092002869
4,0.017850171774625778,0.9945752024650574,0.01348842028528452,0.9948563575744629
5,0.015295658260583878,0.9952994585037231,0.0040868548676371574,0.9987584352493286
6,0.017110444605350494,0.9945899844169617,0.010842738673090935,0.9973394870758057
7,0.01319175772368908,0.9959350824356079,0.004403105936944485,0.9986401796340942
8,0.012491878122091293,0.9962307214736938,0.0024305637925863266,0.9993496537208557
9,0.011011171154677868,0.9963933229446411,0.001674834406003356,0.9997634887695312
10,0.011200755834579468,0.9963933229446411,0.0029735667631030083,0.9990540146827698
11,0.009536885656416416,0.9969993233680725,0.010513685643672943,0.9966300129890442
12,0.010251481086015701,0.9971027970314026,0.004633734468370676,0.9986401796340942
13,0.01135967392474413,0.996437668800354,0.0030730715952813625,0.999113142490387
14,0.008750015869736671,0.9976645112037659,0.005990441422909498,0.997694194316864
15,0.0070514013059437275,0.9978862404823303,0.002057859906926751,0.9992905259132385
16,0.006721304729580879,0.9980931878089905,0.013668615370988846,0.9966891407966614
17,0.006662673782557249,0.9980931878089905,0.0026429470162838697,0.9992905259132385
18,0.011460620909929276,0.9964228868484497,0.005782146006822586,0.998581051826477
19,0.007131991907954216,0.997620165348053,0.0014686319045722485,0.9998226165771484
20,0.005531645379960537,0.9982410073280334,0.0018305813428014517,0.9993496537208557
21,0.005542723927646875,0.9981818795204163,0.0012678757775574923,0.9995270371437073
22,0.006498976144939661,0.9982262253761292,0.002635424491018057,0.9994087815284729
23,0.0035557858645915985,0.9989652633666992,0.0036537805572152138,0.998876690864563
24,0.006825900170952082,0.997871458530426,0.0006328943418338895,0.9998817443847656
25,0.0033172706607729197,0.9988914132118225,0.0005078029353171587,0.9997043609619141
26,0.0018931376980617642,0.999453067779541,4.8555113608017564e-05,1.0
27,0.007912764325737953,0.9977532029151917,0.00535192945972085,0.9983445405960083
28,0.0029708226211369038,0.9991426467895508,0.00030175314168445766,0.9999408721923828
29,0.002861476270481944,0.9992165565490723,0.0008511803462170064,0.9997634887695312
30,0.002695554867386818,0.9991278648376465,4.427633757586591e-05,1.0
31,0.004694598726928234,0.9986401200294495,0.0016452890122309327,0.9995861649513245
32,0.00844248291105032,0.9976349472999573,0.008577413856983185,0.9976350665092468
33,0.003438409650698304,0.9990243911743164,0.004816228058189154,0.9981672167778015
34,0.0026956461369991302,0.9990687370300293,0.008215057663619518,0.9978715777397156
35,0.003050396451726556,0.9991278648376465,0.000939077406655997,0.9998226165771484
36,0.0021626660600304604,0.9993643760681152,6.844415474915877e-05,1.0
37,0.003725819056853652,0.9989505410194397,8.810061262920499e-05,1.0
38,0.00046376907266676426,0.9999260902404785,1.1272895790170878e-05,1.0
39,1.1939939213334583e-05,1.0,4.997859377908753e-06,1.0
40,0.005478648003190756,0.9986844658851624,9.725397103466094e-05,1.0
41,0.0020447836723178625,0.9993348121643066,0.0014143669977784157,0.9996452927589417
42,0.002731461077928543,0.9993495941162109,0.014102338813245296,0.9982854723930359
43,0.0019036210142076015,0.9993643760681152,0.0009409234626218677,0.9998817443847656
44,0.004238605499267578,0.9987583756446838,0.0007113326573744416,0.9997634887695312
45,0.002608261536806822,0.9993348121643066,0.0013487476389855146,0.9993496537208557
46,0.001181919826194644,0.9996304512023926,0.0006924722110852599,0.9997043609619141
