,loss,accuracy,val_loss,val_accuracy
0,0.12643635272979736,0.9508981108665466,0.5751635432243347,0.8327702283859253
1,0.05709129199385643,0.9831764101982117,0.7921465635299683,0.8167484402656555
2,0.048408593982458115,0.9852361679077148,0.5773526430130005,0.8497366309165955
3,0.039994802325963974,0.9881659150123596,0.5710678696632385,0.8761126399040222
4,0.033085014671087265,0.989841878414154,0.7046914100646973,0.87215256690979
5,0.02683461643755436,0.9918760657310486,0.9474477767944336,0.8530063629150391
6,0.024031665176153183,0.9930530786514282,0.7563645243644714,0.8822525143623352
7,0.022604146972298622,0.9932321906089783,1.3728622198104858,0.8510808348655701
8,0.018600070849061012,0.9946778416633606,1.4695382118225098,0.7047411203384399
9,0.018422488123178482,0.9945755004882812,1.2066551446914673,0.863360583782196
10,0.016413884237408638,0.9955862164497375,0.6902852058410645,0.8673569560050964
11,0.01406832691282034,0.9956246018409729,1.0400413274765015,0.8532969951629639
12,0.013866472989320755,0.9955862164497375,1.1212667226791382,0.8372025489807129
13,0.010339869186282158,0.9968527555465698,1.5519767999649048,0.755894660949707
14,0.01343462336808443,0.9957269430160522,1.7215498685836792,0.776603102684021
15,0.011367078870534897,0.9966864585876465,1.5421819686889648,0.7788192629814148
16,0.008934051729738712,0.9973389506340027,1.7796460390090942,0.77271568775177
17,0.008227288722991943,0.997377336025238,1.6481493711471558,0.7717347741127014
18,0.010659833438694477,0.9969423413276672,1.7592720985412598,0.794623076915741
19,0.008828786201775074,0.9972237944602966,1.4929335117340088,0.7778383493423462
20,0.006084433291107416,0.9982345104217529,0.8176977038383484,0.8703724145889282
21,0.00861815270036459,0.997377336025238,4.247451305389404,0.3974205255508423
